Data,Show,Evento,Local,ENDEREÇO,GRATUITO,Abertura,INTERNACIONAL,FESTIVAL,ACOMPANHADA,Latitude,Longitude
12/07/2019,Thiago Pethit,SESC Pinheiros,SESC Pinheiros,"R. Paes Leme, 195 - Pinheiros, São Paulo - SP, 05424-150",False,False,False,False,False,-23.5677223,-46.69759149999999
13/07/2019,Liniker e os Caramelows,SESC Pompeia,SESC Pompeia,"R. Clélia, 93 - Água Branca, São Paulo - SP, 05042-000",False,False,False,False,False,-23.525321,-46.683325
18/07/2019,Silva,Teatro Bradesco,Teatro Bradesco,"Rua Palestra Itália, 500 - Loja 263, 3° Piso - Perdizes, 05005-900",False,False,False,False,False,-23.5264274,-46.6808813
21/07/2019,Maglore,SESC Interlagos,SESC Interlagos,"Av. Manuel Alves Soares, 1100 - Parque Colonial, São Paulo - SP, 04821-270",True,False,False,False,False,-23.7258003,-46.6865344
28/07/2019,Menores Atos,CCSP,Centro Cultural São Paulo,"Rua Vergueiro, 1000 - Paraíso, São Paulo - SP, 01504-000",False,False,False,False,False,-23.5714751,-46.6402144
28/07/2019,BRVNKS,CCSP,Centro Cultural São Paulo,"Rua Vergueiro, 1000 - Paraíso, São Paulo - SP, 01504-000",False,False,False,False,False,-23.5714751,-46.6402144
08/11/2019,O Terno,SESC Pompeia,SESC Pompeia,"R. Clélia, 93 - Água Branca, São Paulo - SP, 05042-000",False,False,False,False,False,-23.525321,-46.683325
27/11/2019,Emicida,Theatro Municipal,Theatro Municipal São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP, 01037-010",False,False,False,False,False,-23.5452957,-46.638201
05/12/2019,Far From Alaska,CCXP,São Paulo Expo,"1,5, Rod. dos Imigrantes - Vila Água Funda, 04329-900",False,False,False,False,False,-23.6247188,-46.628892
20/12/2019,Tim Bernardes,CCSP,Centro Cultural São Paulo,"Rua Vergueiro, 1000 - Paraíso, São Paulo - SP, 01504-000",False,False,False,False,False,-23.5714751,-46.6402144
09/02/2020,Zimbra,SESC Bom Retiro,SESC Bom Retiro,"Alameda Nothmann, 185 - Campos Elíseos, São Paulo - SP, 01216-000",False,False,False,False,False,-23.5310655,-46.6433043
23/02/2020,Johnny Hooker,SESC Belenzinho,SESC Belenzinho,"R. Padre Adelino, 1000 - Belenzinho, São Paulo - SP, 03303-000",False,False,False,False,False,-23.5442271,-46.5846448
14/11/2021,Luiza Lian,SESC Vila Mariana,SESC Vila Mariana,"R. Pelotas, 141 - Vila Mariana, São Paulo - SP, 04012-000",False,False,False,False,False,-23.5817565,-46.6441764
12/12/2021,Luedji Luna,Avenida Paulista (sacada do Conj. Nacional),Conjunto Nacional Avenida Paulista,"Av. Paulista, 2073 - Cerqueira César, São Paulo - SP, 01311-300",True,False,False,False,False,-23.5588199,-46.6596445
12/12/2021,Bixiga 70,Avenida Paulista (sacada do Conj. Nacional),Conjunto Nacional Avenida Paulista,"Av. Paulista, 2073 - Cerqueira César, São Paulo - SP, 01311-300",True,False,False,False,False,-23.5588199,-46.6596445
18/12/2021,Far From Alaska,Rock Fun Fest ,Centro de Esportes Radicais,"Av. Pres. Castelo Branco, 5700 - Bom Retiro, São Paulo - SP, 01142-300",True,False,False,True,False,-23.5184743,-46.6481582
26/02/2022,Supercombo,SESC Jundiaí,SESC Jundiaí,"Av. Antônio Frederico Ozanan, 6600 - Jardim Botânico, Jundiaí - SP, 13214-206",False,False,False,False,False,-23.1689286,-46.92025410000001
08/04/2022,Tássia Reis,Studio SP,Studio SP,"R. Augusta, 591 - Consolação, São Paulo - SP, 01305-000",False,False,False,False,False,-23.5519928,-46.6516415
24/04/2022,Liniker,SESC Pinheiros,SESC Pinheiros,"R. Paes Leme, 195 - Pinheiros, São Paulo - SP, 05424-150",False,False,False,False,False,-23.5677223,-46.69759149999999
05/06/2022,Fresno,Audio,Audio,"Av. Francisco Matarazzo, 694 - Água Branca, São Paulo - SP, 05001-100",False,False,False,False,False,-23.5283799,-46.6696685
25/06/2022,Drik Barbosa,SESC Vila Mariana,SESC Vila Mariana,"R. Pelotas, 141 - Vila Mariana, São Paulo - SP, 04012-000",False,False,False,False,False,-23.5817565,-46.6441764
07/10/2022,SZA,Austin City Limits,Zilker Park,"2501 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2672676,-97.77325119999999
07/10/2022,Benee,Austin City Limits,Zilker Park,"2502 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
07/10/2022,L'Imperatrice,Austin City Limits,Zilker Park,"2503 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.267073,-97.7708246
08/10/2022,Samia,Austin City Limits,Zilker Park,"2504 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
08/10/2022,Lil Nas X,Austin City Limits,Zilker Park,"2505 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2670735,-97.7708255
08/10/2022,Slayyyter,Austin City Limits,Zilker Park,"2506 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
08/10/2022,Conan Gray,Austin City Limits,Zilker Park,"2507 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.26707399999999,-97.77082639999999
08/10/2022,Maude Latour,Austin City Limits,Zilker Park,"2508 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
08/10/2022,Spill Tab,Austin City Limits,Zilker Park,"2509 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2670745,-97.7708272
08/10/2022,The Future X,Austin City Limits,Zilker Park,"2510 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
09/10/2022,Paramore,Austin City Limits,Zilker Park,"2511 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.267075,-97.77082809999999
09/10/2022,Oliver Tree,Austin City Limits,Zilker Park,"2512 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
16/10/2022,Paramore,Austin City Limits,Zilker Park,"2513 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2670756,-97.77082899999999
16/10/2022,Flora & Fawna,Austin City Limits,Zilker Park,"2514 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
16/10/2022,Glove,Austin City Limits,Zilker Park,"2515 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.26707609999999,-97.7708299
16/10/2022,Japanese Breakfast,Austin City Limits,Zilker Park,"2516 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2686502,-97.7728609
16/10/2022,Yungblud,Austin City Limits,Zilker Park,"2517 Barton Springs Rd, Austin, TX 78746, EUA",False,False,True,True,False,30.2670766,-97.7708308
06/01/2023,Alice Caymmi,SESC Pompeia,SESC Pompeia,"R. Clélia, 93 - Água Branca, São Paulo - SP, 05042-000",False,False,False,False,False,-23.525321,-46.683325
25/01/2023,Nando Reis,CCSP,Centro Cultural São Paulo,"Rua Vergueiro, 1000 - Paraíso, São Paulo - SP, 01504-000",True,False,False,False,False,-23.5714751,-46.6402144
11/02/2023,Karol Conká,SESC Pompeia,SESC Pompeia,"R. Clélia, 93 - Água Branca, São Paulo - SP, 05042-000",False,False,False,False,False,-23.525321,-46.683325
02/03/2023,Menores atos,Bar Alto,Bar Alto,"R. Aspicuelta, 194 - Alto de Pinheiros, São Paulo - SP, 05433-010",False,False,False,False,False,-23.5562867,-46.6876818
01/07/2023,Karol Conká,SESC Vila Mariana,SESC Vila Mariana,"R. Pelotas, 141 - Vila Mariana, São Paulo - SP, 04012-000",False,False,False,False,False,-23.5817565,-46.6441764
14/07/2023,Selvagens à Procura de Lei,SESC Pinheiros,SESC Pinheiros,"R. Paes Leme, 195 - Pinheiros, São Paulo - SP, 05424-150",False,False,False,False,False,-23.5677223,-46.69759149999999
09/09/2023,Foo Fighters,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-090",False,False,True,True,False,-23.7050814,-46.70089489999999
09/09/2023,Wet Leg,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-091",False,False,True,True,False,-23.7050814,-46.70089489999999
09/09/2023,Pitty,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-092",False,False,False,True,False,-23.7050814,-46.70089489999999
09/09/2023,MC Dricka,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-093",False,False,False,True,False,-23.7050814,-46.70089489999999
09/09/2023,Terno Rei,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-094",False,False,False,True,False,-23.7050814,-46.70089489999999
10/09/2023,H.E.R.,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-095",False,False,True,True,False,-23.7050814,-46.70089489999999
10/09/2023,Bruno Mars,The Town,Autódromo de Interlagos,"Av. Sen. Teotônio Vilela, 400 - Jardim Malia I, São Paulo - SP, 04792-096",False,False,True,True,False,-23.7050814,-46.70089489999999
28/09/2023,Medulla,SESC Carmo,SESC Carmo,"R. do Carmo, 147 - Sé, São Paulo - SP, 01019-020",False,False,False,False,False,-23.5517171,-46.630173
15/10/2023,Giovani Cidreira,Festival Mário de Andrade,Praça das Artes,"Av. São João, 281 - Centro Histórico de São Paulo, São Paulo - SP, 01035-000",True,False,False,True,False,-23.544382,-46.6373772
15/10/2023,ÀVUÀ,Festival Mário de Andrade,Praça Dom José Gaspar,"República, São Paulo - SP, 01302-000",True,False,False,True,False,-23.5451075,-46.642778
